nomeEntidade,ano,descricaoPrograma,descricao,objetivo,descricaoOrgao,descricaoUnidade,descricaoFuncao,descricaoSubfuncao,idAcao,descricaoAcao,natureza,idDespesa,numeroElemento,descricaoElemento,descricaoLocalizador,categoriaEconomica,valorOrcado,valorOrcadoAlterado,valorOrcadoAtualizado,valorEmpenhado,valorEmpenhadoAtualizado,valorLiquidado,valorLiquidadoAtualizado,valorALiquidar,valorPago,valorPagoAnulado,valorPagoAtualizado,valorAPagarEmpenhado,valorAPagarLiquidado,percentualEmpenhadoSobreOrcadoInicial,percentualEmpenhadoSobreOrcadoAtualizado,percentualLiquidadoSobreOrcadoInicial,percentualLiquidadoSobreOrcadoAtualizado,percentualPagoSobreOrcadoInicial,percentualPagoSobreOrcadoAtualizado,fontesRecursos,informacaoPlanejamento,empenhos,suplementacoes
FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,2026,CRICIÚMA MAIS SAÚDE,Manut. do Gabinete da Secretaria de Saúde,"Garantir a implementação articulada e contínua das ações de promoção, prevenção e atenção curativa no âmbito do sistema municipal de saúde, com ênfase na Atenção Primária por meio da Estratégia Saúde da Família, e no fortalecimento da rede de saúde, assegurando a integralidade, qualidade e eficiência dos serviços para o atendimento integral da população.",FUNDO MUNICIPAL DE SAÚDE,Fundo Mun. de Saúde,Saúde,Atenção Básica,1062,Manut. do Gabinete da Secretaria de Saúde,APLICAÇÕES DIRETAS,10,31900000000000,APLICAÇÕES DIRETAS,FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,DESPESAS CORRENTES,1000000,0.0,1000000.0,128827.2,128827.2,128827.2,128827.2,0.0,128827.2,0.0,128827.2,0.0,0.0,12.88,12.88,12.88,12.88,12.88,776.23,fontesRecursos_3a0ccc82-ad4d-4dcf-9d95-84135b54dffa.csv,informacaoPlanejamento_286db948-3ebf-45a4-bbe5-5bd6b1f6a535.csv,empenhos_e4918aae-528a-4ac0-8dbd-a3d917a52bfc.csv, 
FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,2026,CRICIÚMA MAIS SAÚDE MENTAL,Apoio à Políticas Psicossociais,"Ampliar e qualificar os serviços de saúde mental na atenção básica e especializada, promovendo a reabilitação psicossocial e o cuidado comunitário, com ênfase na prevenção e no tratamento humanizado.",FUNDO MUNICIPAL DE SAÚDE,Fundo Mun. de Saúde,Saúde,Atenção Básica,1061,Apoio à Políticas Psicossociais,APLICAÇÕES DIRETAS,54,31900000000000,APLICAÇÕES DIRETAS,FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,DESPESAS CORRENTES,1640000,-1356900.0,283100.0,45439.8,45439.8,45439.8,45439.8,0.0,45439.8,0.0,45439.8,0.0,0.0,2.77,16.05,2.77,16.05,2.77,623.02,fontesRecursos_a24f37de-0769-4465-b122-7d3e89d49953.csv,informacaoPlanejamento_376f76be-fb8b-48e1-8303-1aeb8482eb0d.csv,empenhos_fc105b44-37bd-454e-921d-1dbbd91eac2e.csv,suplementacoes_5d993c77-858f-4abd-a72e-13c794b63189.csv
FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,2026,CRICIÚMA MAIS AÇÕES DE VIGILÂNCIA EM SAÚDE,Vigilância Ambiental - CCZ,"Controle e prevenção de doenças e agravos à saúde da população, ampliando a capacidade técnica da Vigilância em Saúde, assegurando a efetividade das ações de monitoramento.",FUNDO MUNICIPAL DE SAÚDE,Fundo Mun. de Saúde,Saúde,Vigilância Epidemiológica,1207,Vigilância Ambiental - CCZ,APLICAÇÕES DIRETAS,94,31900000000000,APLICAÇÕES DIRETAS,FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,DESPESAS CORRENTES,1700000,-25000.0,1675000.0,408063.34,408063.34,408063.34,408063.34,0.0,408063.34,0.0,408063.34,0.0,0.0,24.0,24.36,24.0,24.36,24.0,410.48,fontesRecursos_9498fc0c-aaed-4a4f-8808-b781229b48dd.csv,informacaoPlanejamento_e9fb0c7a-2d8b-4409-9ee7-a91cca2fcc76.csv,empenhos_c7eb30ea-7bdc-4f37-8697-a1bddf3c3e73.csv,suplementacoes_58830f60-ee2e-40c8-8886-a675bccba06e.csv
FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,2026,CRICIÚMA MAIS AÇÕES DE VIGILÂNCIA EM SAÚDE,Vigilância Sanitária,"Controle e prevenção de doenças e agravos à saúde da população, ampliando a capacidade técnica da Vigilância em Saúde, assegurando a efetividade das ações de monitoramento.",FUNDO MUNICIPAL DE SAÚDE,Fundo Mun. de Saúde,Saúde,Vigilância Sanitária,1049,Vigilância Sanitária,APLICAÇÕES DIRETAS,81,31900000000000,APLICAÇÕES DIRETAS,FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,DESPESAS CORRENTES,4300000,-142600.0,4157400.0,581835.97,581835.97,581835.97,581835.97,0.0,581835.97,0.0,581835.97,0.0,0.0,13.53,14.0,13.53,14.0,13.53,714.53,fontesRecursos_d7059c28-40cc-4509-8eb8-86bf4a265240.csv,informacaoPlanejamento_b0193e40-ec5f-480f-9b09-a569aac89194.csv,empenhos_9de8e126-75c3-4aa3-878d-1ec01ef39d5e.csv,suplementacoes_4ab5a9ec-7eaa-4533-b7d5-c860e21f7d12.csv
FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,2026,CRICIÚMA MAIS ATENDIMENTO ESPECIALIZADO,Atendimento Especializado em Saúde Pública Municipal,"Ampliar a oferta e qualificação dos serviços especializados, melhorando o acesso e a integração com a atenção básica para assegurar a continuidade do cuidado à população.",FUNDO MUNICIPAL DE SAÚDE,Fundo Mun. de Saúde,Saúde,Atenção Básica,1236,Atendimento Especializado em Saúde Pública Municipal,APLICAÇÕES DIRETAS,64,31900000000000,APLICAÇÕES DIRETAS,FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,DESPESAS CORRENTES,17273500,-2485000.0,14788500.0,215580.17,215580.17,215580.17,215580.17,0.0,215580.17,0.0,215580.17,0.0,0.0,1.25,1.46,1.25,1.46,1.25,6859.86,fontesRecursos_e689374d-2416-4837-8392-b93520e3c4ba.csv,informacaoPlanejamento_7c31d1bc-3146-4b76-a3e7-9b02ecc68fa1.csv,empenhos_a3a1c3a5-ca5a-4bf7-94af-c0fd50a53842.csv,suplementacoes_dcc961eb-8c66-4176-9ec7-a1233c315334.csv
FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,2026,CRICIÚMA MAIS SAÚDE BUCAL,Centros de Especialidades Odontológicas - CEO,Ampliar e qualificar o acesso à saúde bucal na rede de atenção à Saúde pública.,FUNDO MUNICIPAL DE SAÚDE,Fundo Mun. de Saúde,Saúde,Atenção Básica,1056,Centros de Especialidades Odontológicas - CEO,APLICAÇÕES DIRETAS,36,31900000000000,APLICAÇÕES DIRETAS,FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,DESPESAS CORRENTES,5800000,0.0,5800000.0,682619.07,682619.07,682619.07,682619.07,0.0,682619.07,0.0,682619.07,0.0,0.0,11.77,11.77,11.77,11.77,11.77,849.67,fontesRecursos_e55c1e31-ef39-40d2-bbc4-5e6507b20e85.csv,informacaoPlanejamento_e1e8205c-0bf2-4243-8887-fe94d11bd677.csv,empenhos_587f8a14-0372-449d-9122-9abea474cb92.csv, 
FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,2026,CRICIÚMA MAIS AÇÕES DE VIGILÂNCIA EM SAÚDE,Vigilância Epidemiologia,"Controle e prevenção de doenças e agravos à saúde da população, ampliando a capacidade técnica da Vigilância em Saúde, assegurando a efetividade das ações de monitoramento.",FUNDO MUNICIPAL DE SAÚDE,Fundo Mun. de Saúde,Saúde,Vigilância Epidemiológica,1052,Vigilância Epidemiologia,APLICAÇÕES DIRETAS,85,31900000000000,APLICAÇÕES DIRETAS,FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,DESPESAS CORRENTES,4900000,0.0,4900000.0,930752.95,930752.95,930752.95,930752.95,0.0,912316.82,0.0,912316.82,18436.13,18436.13,18.99,18.99,18.99,18.99,18.62,537.09,fontesRecursos_dbf943c2-9198-4d9b-b15e-81197028fac7.csv,informacaoPlanejamento_a2a8dec2-19af-4dcb-b432-1f1446e16692.csv,empenhos_b0c7b325-a543-40a0-823d-fd4d355068e6.csv, 
FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,2026,CRICIÚMA MAIS SAÚDE,Manutenção do Conselho de Saúde,"Garantir a implementação articulada e contínua das ações de promoção, prevenção e atenção curativa no âmbito do sistema municipal de saúde, com ênfase na Atenção Primária por meio da Estratégia Saúde da Família, e no fortalecimento da rede de saúde, assegurando a integralidade, qualidade e eficiência dos serviços para o atendimento integral da população.",FUNDO MUNICIPAL DE SAÚDE,Fundo Mun. de Saúde,Saúde,Atenção Básica,1263,Manutenção do Conselho de Saúde,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,21,44500000000000,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,DESPESAS DE CAPITAL,500,54500.0,55000.0,43200.0,43200.0,4800.0,4800.0,38400.0,4800.0,0.0,4800.0,38400.0,0.0,8640.0,78.55,960.0,8.73,960.0,1145.83,fontesRecursos_f59f948f-f688-45bd-84f1-744647d74c9d.csv,informacaoPlanejamento_b7b9bdae-53f9-4f31-90be-9b0d41a2b3eb.csv,empenhos_3e9d5d3e-b4bb-4582-853e-c2b2105b7ea8.csv,suplementacoes_0049afc1-e7b3-4a91-afaa-a3906570afdb.csv
FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,2026,CRICIÚMA MAIS REDE DE URGÊNCIA E EMERGÊNCIA - RUE,Manut. do Serv. de Atend. de Urgência e Emergência - SAMU,"Com intuito de atender rapidamente às demandas de saúde com riscos à vida da população, e Garantir a organização eficiente da Rede de Urgência e Emergência, com profissionais capacitados, equipamentos adequados e processos integrados.",FUNDO MUNICIPAL DE SAÚDE,Fundo Mun. de Saúde,Saúde,Atenção Básica,1054,Manut. do Serv. de Atend. de Urgência e Emergência - SAMU,APLICAÇÕES DIRETAS,80,44900000000000,APLICAÇÕES DIRETAS,FUNDO MUNICIPAL DE SAUDE DE CRICIUMA,DESPESAS DE CAPITAL,100000,-40000.0,60000.0,1900.0,1900.0,0.0,0.0,1900.0,0.0,0.0,0.0,1900.0,0.0,1.9,3.17,0.0,0.0,0.0,0.0,fontesRecursos_7261608a-1754-42b7-9a7a-78fc152c30cd.csv,informacaoPlanejamento_5c4cb660-720a-451c-943b-a724d7f3fdb6.csv,empenhos_d034db4e-893b-483d-8015-1f9e9f1ed033.csv,suplementacoes_0d1c0ff4-ad55-4fbd-8b64-12cfd1fc1a4b.csv
PREFEITURA MUNICIPAL DE CRICIUMA,2026,MAIS GESTÃO CRICIÚMA,Manutenção da Diretoria de Transparência e Acesso à Informação,"Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.",SECRETARIA DE GOVERNANÇA,Diretoria de Transparência e Acesso à Informação,Administração,Tecnologia da Informatização,1254,Manutenção da Diretoria de Transparência e Acesso à Informação,APLICAÇÕES DIRETAS,216,33900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,50000,32000.0,82000.0,76800.0,76800.0,19200.0,19200.0,57600.0,12800.0,0.0,12800.0,64000.0,6400.0,153.6,93.66,38.4,23.41,25.6,640.63,fontesRecursos_e78e0645-bea4-4fed-9784-335cadb0ac93.csv,informacaoPlanejamento_9331fb5f-28de-4fc0-b891-bdd304b2f7e7.csv,empenhos_9368c419-4102-416d-972e-3e984dd64242.csv,suplementacoes_7865c9b0-fc22-4482-bf2c-4321bcb6432a.csv
FUNDO MUN. SANEAMENTO BASICO DE CRICIUMA - FUNSAB,2026,CRICIÚMA COLETA MAIS SEGURA,"Coleta, transporte e destinação de resíduos sólidos","Manter coleta, transporte e destino final de resíduos, além de criar condições técnicas, financeiras e legais para que o município complemente a Taxa de Coleta e Destinação de Resíduos Sólidos (TCDRS) por meio de recursos provenientes do Contrato de Programa com a CASAN, permitindo a cobertura integral dos serviços de coleta, transporte e destinação final dos resíduos sólidos urbanos, em observância à Lei do Saneamento Básico e às metas do PPA municipal.",FUNDO MUN. DE SANEAMENTO BASICO-FUNSAB,Administração e Controle,Saneamento,Saneamento Básico Urbano,1098,"Coleta, transporte e destinação de resíduos sólidos",APLICAÇÕES DIRETAS,1,33900000000000,APLICAÇÕES DIRETAS,FUNDO MUN. SANEAMENTO BASICO DE CRICIUMA - FUNSAB,DESPESAS CORRENTES,7500000,0.0,7500000.0,191154.96,191154.96,86484.36,86484.36,104670.6,60745.2,0.0,60745.2,130409.76,25739.16,2.55,2.55,1.15,1.15,0.81,12346.65,fontesRecursos_0aca989d-1a32-460f-b91f-411649cd8606.csv,informacaoPlanejamento_14be5179-fc8d-4269-84f4-6f354da9490d.csv,empenhos_24bd56d1-ea6f-4ed9-9ca8-6d539c86bfe6.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,MAIS GESTÃO CRICIÚMA,Manutenção Fdo Municipal do Turismo-FUMTUR / Diretoria de Turismo,"Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SEC. DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇO",Diretoria de Turismo,Comércio e Serviços,Turismo,1219,Manutenção Fdo Municipal do Turismo-FUMTUR / Diretoria de Turismo,APLICAÇÕES DIRETAS,233,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,450000,0.0,450000.0,75156.31,75156.31,75156.31,75156.31,0.0,75156.31,0.0,75156.31,0.0,0.0,16.7,16.7,16.7,16.7,16.7,598.75,fontesRecursos_632479c8-bf8f-4744-a5e1-fb16eda46d68.csv,informacaoPlanejamento_5a90b024-8c70-4449-a34d-05b53bbcf380.csv,empenhos_4d112ced-1ae0-439f-a093-b8ff3054a07b.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,MAIS GESTÃO CRICIÚMA,Manut. da Ouvidoria,"Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.",SECRETARIA DE GOVERNANÇA,Ouvidoria,Administração,Administração Geral,1006,Manut. da Ouvidoria,APLICAÇÕES DIRETAS,218,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,130000,0.0,130000.0,28659.98,28659.98,28659.98,28659.98,0.0,28659.98,0.0,28659.98,0.0,0.0,22.05,22.05,22.05,22.05,22.05,453.59,fontesRecursos_9f2ffc4d-02b5-4bf7-ad6e-e259ce8498b8.csv,informacaoPlanejamento_840e9df8-133a-4a4d-893f-1fa4cd1155e6.csv,empenhos_3049bb5b-1b54-4947-b7ba-8cdf7a5f0c73.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,MAIS GESTÃO CRICIÚMA,Manut. da Diretoria de Comunicação,"Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.",GABINETE DO PREFEITO,Diretoria de Comunicação,Administração,Administração Geral,1011,Manut. da Diretoria de Comunicação,APLICAÇÕES DIRETAS,14,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,850000,0.0,850000.0,127812.81,127812.81,127812.81,127812.81,0.0,127812.81,0.0,127812.81,0.0,0.0,15.04,15.04,15.04,15.04,15.04,665.04,fontesRecursos_6cccc70d-eadf-4444-ae78-29e829c3eca6.csv,informacaoPlanejamento_ba34c5fa-6cd5-4f82-82fe-b1b8e4551b75.csv,empenhos_c468cd2c-506d-44eb-812d-3d1f61bd580c.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,CRICIÚMA MAIS SUPORTE À GESTÃO,Manut. do Gabinete/Assessoria do Vice Prefeito,"Integrar e fortalecer as ações de apoio técnico, operacional, tecnológico e administrativo que garantam maior eficiência à gestão pública municipal. Assegurar que os processos internos estejam alinhados com as metas estratégicas do governo, contribuindo diretamente para a modernização e otimização da administração.",GABINETE DO VICE-PREFEITO,Gabinete do Vice-Prefeito / Assess. Vice-Prefeito,Administração,Administração Geral,1015,Manut. do Gabinete/Assessoria do Vice Prefeito,APLICAÇÕES DIRETAS,60,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,450000,0.0,450000.0,96160.31,96160.31,96160.31,96160.31,0.0,96160.31,0.0,96160.31,0.0,0.0,21.37,21.37,21.37,21.37,21.37,467.97,fontesRecursos_2b1d54ca-dfce-44f7-922f-36a15201f602.csv,informacaoPlanejamento_fcd00f6e-1acc-40cc-975d-9956ef9aa53c.csv,empenhos_f808e5ae-4d96-4dc2-8822-b6d5f46f30e6.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,MAIS GESTÃO CRICIÚMA,Manutenção da Diretoria de Parques e Praças,"Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.",GABINETE DO PREFEITO,Diretoria de Parques e Praças,Desporto e Lazer,Lazer,1248,Manutenção da Diretoria de Parques e Praças,APLICAÇÕES DIRETAS,39,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,900000,0.0,900000.0,360247.15,360247.15,360247.15,360247.15,0.0,360247.15,0.0,360247.15,0.0,0.0,40.03,40.03,40.03,40.03,40.03,249.83,fontesRecursos_d9598dd3-8f4e-47b2-b86c-d0aec72a23fa.csv,informacaoPlanejamento_d27a9864-c4b9-48c4-a16f-03e5b821fb13.csv,empenhos_a7cb52bb-f0c6-40c8-96b1-6c0c83d4176a.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,MAIS GESTÃO CRICIÚMA,Manutenção da Diretoria de Planejamento e Estratégia,"Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.",SECRETARIA DE GOVERNANÇA,Diretoria de Planejamento e Estratégia,Administração,Administração Geral,1253,Manutenção da Diretoria de Planejamento e Estratégia,APLICAÇÕES DIRETAS,212,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,220000,0.0,220000.0,70363.43,70363.43,70363.43,70363.43,0.0,70363.43,0.0,70363.43,0.0,0.0,31.98,31.98,31.98,31.98,31.98,312.66,fontesRecursos_0487a7c7-3afc-46da-b669-35552080fd37.csv,informacaoPlanejamento_9b28e9c2-fb7f-4967-8d68-29be8730d834.csv,empenhos_a64f75b6-9f38-42f8-9c0d-e4aee2fb8354.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,MAIS GESTÃO CRICIÚMA,Manutenção da Diretoria de Transparência e Acesso à Informação,"Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.",SECRETARIA DE GOVERNANÇA,Diretoria de Transparência e Acesso à Informação,Administração,Tecnologia da Informatização,1254,Manutenção da Diretoria de Transparência e Acesso à Informação,APLICAÇÕES DIRETAS,215,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,220000,0.0,220000.0,36108.72,36108.72,36108.72,36108.72,0.0,36108.72,0.0,36108.72,0.0,0.0,16.41,16.41,16.41,16.41,16.41,609.27,fontesRecursos_b876320a-adb8-44a6-8f73-927e69da41ed.csv,informacaoPlanejamento_fec6cdbc-5902-4e99-9bcd-942a9745d99a.csv,empenhos_0a5311d4-55cc-4689-820b-45f4bf7ea031.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,CRICIÚMA MAIS DESENVOLVIMENTO,Manutenção da Diretoria de Empreendedorismo,"Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SEC. DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇO",Diretoria de Empreendedorismo,Administração,Administração Geral,1260,Manutenção da Diretoria de Empreendedorismo,APLICAÇÕES DIRETAS,249,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,1000000,0.0,1000000.0,96002.31,96002.31,96002.31,96002.31,0.0,96002.31,0.0,96002.31,0.0,0.0,9.6,9.6,9.6,9.6,9.6,1041.64,fontesRecursos_eb4479ea-02bd-4d58-b5df-9a0426214ec1.csv,informacaoPlanejamento_d50b7c22-c20c-41d6-bf52-d8b71471db92.csv,empenhos_fc3d9b2b-74ef-4177-81c0-93e49860d715.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,EDUCAÇÃO PARA A INCLUSÃO E DIVERSIDADE,Educação Inclusiva,"Garantir uma educação inclusiva e de qualidade para todos os estudantes com necessidades específicas, por meio da ampliação do suporte pedagógico, psicológico e terapêutico, da valorização de profissionais especializados e da estruturação de espaços e recursos acessíveis.",SEC. MUN. DE EDUCAÇÃO,Educação para a Inclusão,Educação,Ensino Fundamental,1041,Educação Inclusiva,APLICAÇÕES DIRETAS,139,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,3250000,0.0,3250000.0,543443.3,543443.3,543443.3,543443.3,0.0,543443.3,0.0,543443.3,0.0,0.0,16.72,16.72,16.72,16.72,16.72,598.04,fontesRecursos_df87dc94-29a5-4bbf-8798-9e437aea9d9e.csv,informacaoPlanejamento_cea2b6a0-f485-4fec-9623-7d102c9e1a45.csv,empenhos_e63aade4-68b2-44f0-a1db-b0a4e98f0bb9.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,EDUCAÇÃO PARA A INCLUSÃO E DIVERSIDADE,Educação Inclusiva,"Garantir uma educação inclusiva e de qualidade para todos os estudantes com necessidades específicas, por meio da ampliação do suporte pedagógico, psicológico e terapêutico, da valorização de profissionais especializados e da estruturação de espaços e recursos acessíveis.",SEC. MUN. DE EDUCAÇÃO,Educação para a Inclusão,Educação,Ensino Fundamental,1041,Educação Inclusiva,APLICAÇÕES DIRETAS,140,33900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,150000,0.0,150000.0,728.56,728.56,728.56,728.56,0.0,728.56,0.0,728.56,0.0,0.0,0.49,0.49,0.49,0.49,0.49,20588.56,fontesRecursos_73e67a1a-fbe8-4a4a-bc3e-9cfd6809eb1c.csv,informacaoPlanejamento_511493ec-27d1-4dbf-9ddd-c28c98735414.csv,empenhos_d62842c6-bc32-460e-926b-5ecd128a96e6.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,"PROMOÇÃO DA CULTURA, DIVERSIDADE E EQUIDADE",Valorização da Diversidade Étnico-Racial na Educação Básica,"Fortalecer a educação para a diversidade étnico-racial, por meio da implementação sistemática das Leis n 10.639/03 e 11.645/08, da valorização das culturas afro-brasileira, indígena e demais etnias, e da promoção de práticas pedagógicas inclusivas, antirracistas e equitativas.",SEC. MUN. DE EDUCAÇÃO,Valorização da Diversidade Étnico-Racial na Educaç,Educação,Ensino Fundamental,1044,Valorização da Diversidade Étnico-Racial na Educação Básica,APLICAÇÕES DIRETAS,149,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,320000,0.0,320000.0,36837.49,36837.49,36837.49,36837.49,0.0,36837.49,0.0,36837.49,0.0,0.0,11.51,11.51,11.51,11.51,11.51,868.68,fontesRecursos_1d1c6ada-1084-4ed9-b127-914ddb988b49.csv,informacaoPlanejamento_01a9c9ac-a247-4d73-80c8-6eeb8af5c9f4.csv,empenhos_ccd18263-388a-405d-ba26-b32cfb5debbb.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,"EDUCAÇÃO DE JOVENS E ADULTOS  INCLUSÃO, QUALIDADE E ACESSO AO MUNDO DO TRABALHO","Alfabetização de Jovens, Adultos e Idosos","Ampliar o acesso, a permanência e a qualificação da Educação de Jovens e Adultos, por meio de uma oferta inclusiva, integrada à formação profissional e adaptada às diversidades sociais e culturais, promovendo elevação da escolaridade e inserção no mundo do trabalho.",SEC. MUN. DE EDUCAÇÃO,Alfabetização de Jovens e Adultos,Educação,Ensino Fundamental,1040,"Alfabetização de Jovens, Adultos e Idosos",APLICAÇÕES DIRETAS,110,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,1000000,0.0,1000000.0,191875.42,191875.42,191875.42,191875.42,0.0,191875.42,0.0,191875.42,0.0,0.0,19.19,19.19,19.19,19.19,19.19,521.17,fontesRecursos_a79f7190-473d-4af9-a2f4-b37e2fe26311.csv,informacaoPlanejamento_f5e7bb18-c72a-480a-a29f-d5d224c9b72f.csv,empenhos_7ddeb5c4-b7b8-4b9c-bb92-4486f48b0156.csv, 
PREFEITURA MUNICIPAL DE CRICIUMA,2026,MAIS GESTÃO CRICIÚMA,Manutenção da Diretoria de Patrimônio,"Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.",GABINETE DO PREFEITO,Diretoria de Patrimônio,Administração,Administração Geral,1247,Manutenção da Diretoria de Patrimônio,APLICAÇÕES DIRETAS,23,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,1800000,-500000.0,1300000.0,540782.18,540782.18,540782.18,540782.18,0.0,540782.18,0.0,540782.18,0.0,0.0,30.04,41.6,30.04,41.6,30.04,240.39,fontesRecursos_f114c26a-71a9-4955-a4b6-f2b4bc5dea84.csv,informacaoPlanejamento_7ae2f72e-6a40-47e2-9575-e80a50659dba.csv,empenhos_e390a0ab-5223-4cbb-8daa-21f88041ddf9.csv,suplementacoes_3429b9eb-7678-451c-9699-69453bc9e900.csv
PREFEITURA MUNICIPAL DE CRICIUMA,2026,GESTÃO E EQUILÍBRIO FISCAL,Manut. do Gabinete da Secretaria da Fazenda,"Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.",SEC. MUN. DA FAZENDA,Administração Fazendária,Administração,Administração Financeira,1019,Manut. do Gabinete da Secretaria da Fazenda,APLICAÇÕES DIRETAS,78,31900000000000,APLICAÇÕES DIRETAS,PREFEITURA MUNICIPAL DE CRICIUMA,DESPESAS CORRENTES,1800000,0.0,1800000.0,591005.69,591005.69,591005.69,591005.69,0.0,591005.69,0.0,591005.69,0.0,0.0,32.83,32.83,32.83,32.83,32.83,304.57,fontesRecursos_74a72c5c-5bcd-49e4-9f9f-440ef7f7ad8d.csv,informacaoPlanejamento_ae0c0a66-279a-4c94-a512-8fd40fddb582.csv,empenhos_000b3e48-baf0-4cb3-b7e8-17bae38fbcba.csv, 
