nomeEntidade,ano,descricaoPrograma,descricao,objetivo,descricaoOrgao,descricaoUnidade,descricaoFuncao,descricaoSubfuncao,idAcao,descricaoAcao,natureza,idDespesa,numeroElemento,descricaoElemento,descricaoLocalizador,categoriaEconomica,valorOrcado,valorOrcadoAlterado,valorOrcadoAtualizado,valorEmpenhado,valorEmpenhadoAtualizado,valorLiquidado,valorLiquidadoAtualizado,valorALiquidar,valorPago,valorPagoAnulado,valorPagoAtualizado,valorAPagarEmpenhado,valorAPagarLiquidado,percentualEmpenhadoSobreOrcadoInicial,percentualEmpenhadoSobreOrcadoAtualizado,percentualLiquidadoSobreOrcadoInicial,percentualLiquidadoSobreOrcadoAtualizado,percentualPagoSobreOrcadoInicial,percentualPagoSobreOrcadoAtualizado,fontesRecursos,informacaoPlanejamento,empenhos,suplementacoes
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CRICIUMA,2025,GESTÃO DA POLITICA MUNICIPAL DE ASSISTÊNCIA SOCIAL,Manut. da Proteção Social Especial - SUAS,"Garantir financiamento para as ações socioassistenciais ofertados através das entidades do município, bem como a estrutura necessária para o funcionamento da gestão de assistência social;- Monitorar e avaliar os serviços socioassistenciais governamentais e não governamentais visando à garantia dos serviços prestados;- Promover a participação de profissionais e conselheiros em eventos afetos à politica de assistência social, com vistas à formação profissional e o exercício do controle social.",FUNDO MUN. DE ASSIST. SOCIAL,Gestão da Assistência Social,Assistência Social,Assistência Comunitária,1068,Manut. da Proteção Social Especial - SUAS,TRANSFERÊNCIAS A MUNICÍPIOS,20,33400000000000,TRANSFERÊNCIAS A MUNICÍPIOS,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CRICIUMA,DESPESAS CORRENTES,0,9353.38,9353.38,9353.38,9353.38,9353.38,9353.38,0.0,9353.38,0.0,9353.38,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,fontesRecursos_f8cf467d-de20-4472-94b5-644a741449b0.csv,informacaoPlanejamento_891f6e05-8c99-447c-a3f1-a9773551b21c.csv,empenhos_4c8b77f1-6b81-410a-891a-c24d10a0f8b3.csv,suplementacoes_cfae82de-1d33-4921-bb66-2c9022eefe46.csv
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Desenvolvimento Artistico e Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,"Patrimônio Histórico, Artístico e Arqueológico",1089,Desenvolvimento Artistico e Cultural,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,7,33500000000000,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,700000,0.0,700000.0,420000.0,420000.0,135000.0,135000.0,285000.0,135000.0,0.0,135000.0,285000.0,0.0,60.0,60.0,19.29,19.29,19.29,518.52,fontesRecursos_d21e72ab-df06-41e2-9bc1-6ab899d423a0.csv,informacaoPlanejamento_0ddfaee0-34a2-4e1b-8918-f2c36e871d22.csv,empenhos_0891da9e-ab70-41e3-82f8-987def174213.csv, 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Manut. da Fundação Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Administração Geral,1088,Manut. da Fundação Cultural,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS,4,33600000000000,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,100000,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_b54d667d-da81-4ab3-a8e6-86ebcf087ac4.csv,informacaoPlanejamento_b14a8f7a-e3c4-4e6c-b9ef-e82d12d43871.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Manut. da Fundação Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Administração Geral,1088,Manut. da Fundação Cultural,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,3,33500000000000,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,400000,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_bb9c6dac-638f-409a-8b47-a11a3ca235b5.csv,informacaoPlanejamento_0aa12cba-6c45-4c3f-a40a-8479c718fe0c.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Manut. da Fundação Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Administração Geral,1088,Manut. da Fundação Cultural,APLICAÇÕES DIRETAS,6,44900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS DE CAPITAL,700000,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_8a263b0c-8737-4b90-af45-6e71aef1ce99.csv,informacaoPlanejamento_e1707d38-54c2-4f14-9220-d475eb132ec9.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,GESTÃO ADMINISTRATIVA,Manutenção do Fundo Municipal do Turismo - FUMTUR,"Planejar a gestão publica atraves de implementações de dados gerenciais visando a redução de custos, e estrategicas na defesa civil do municipio.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Comércio e Serviços,Turismo,1219,Manutenção do Fundo Municipal do Turismo - FUMTUR,APLICAÇÕES DIRETAS,2,44900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS DE CAPITAL,150000,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_e53242cd-2174-444f-8065-9073b48012b8.csv,informacaoPlanejamento_160957bd-2e2b-46de-92c0-c971b6f6acc0.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Praça da PEC,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Serviços Urbanos,1092,Praça da PEC,APLICAÇÕES DIRETAS,14,44900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS DE CAPITAL,5000,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_a65e8f3e-dbab-48a6-ac14-fd0a30436c91.csv,informacaoPlanejamento_c72a19ee-df0d-46e0-9fc8-f5bad3ef38f9.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,GESTÃO ADMINISTRATIVA,Manutenção do Fundo Municipal do Turismo - FUMTUR,"Planejar a gestão publica atraves de implementações de dados gerenciais visando a redução de custos, e estrategicas na defesa civil do municipio.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Comércio e Serviços,Turismo,1219,Manutenção do Fundo Municipal do Turismo - FUMTUR,APLICAÇÕES DIRETAS,1,33900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,150000,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_d57ef814-427f-44d2-9b92-8b3508ccc49c.csv,informacaoPlanejamento_6b53d2b7-dbb9-43c7-984d-756a082c2412.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Praça da PEC,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Serviços Urbanos,1092,Praça da PEC,APLICAÇÕES DIRETAS,13,33900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,5000,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_376d4364-8d65-4b71-aeab-cd0f5135f844.csv,informacaoPlanejamento_3460c085-381c-47ed-972d-473a3323e901.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Unidades Culturais,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Difusão Cultural,1090,Unidades Culturais,APLICAÇÕES DIRETAS,12,44900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS DE CAPITAL,40000,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_9ad72b6e-2b70-4cc0-acf8-2376bf66c74e.csv,informacaoPlanejamento_9cc011df-6709-46ef-9ec8-4a54b5c6c28d.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Unidades Culturais,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Difusão Cultural,1090,Unidades Culturais,APLICAÇÕES DIRETAS,11,33900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,40000,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_c9bc3331-f474-4ebd-85e0-deab5eb47ac7.csv,informacaoPlanejamento_6e0cfd8f-f85a-4fd9-96a9-ede8e98c61ab.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Desenvolvimento Artistico e Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,"Patrimônio Histórico, Artístico e Arqueológico",1089,Desenvolvimento Artistico e Cultural,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS,8,33600000000000,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,100000,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_19c0cfd7-746e-4ecc-b826-f59a6402d228.csv,informacaoPlanejamento_6e0beb4b-5768-4732-9298-aa5423881b41.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Desenvolvimento Artistico e Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,"Patrimônio Histórico, Artístico e Arqueológico",1089,Desenvolvimento Artistico e Cultural,APLICAÇÕES DIRETAS,10,44900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS DE CAPITAL,150000,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_8f71e293-8e0c-427c-a3df-98e807c0b441.csv,informacaoPlanejamento_1a54cd1f-e721-40ef-9ede-255a4535b099.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Desenvolvimento Artistico e Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,"Patrimônio Histórico, Artístico e Arqueológico",1089,Desenvolvimento Artistico e Cultural,APLICAÇÕES DIRETAS,9,33900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,850000,22817.25,872817.25,22817.25,22817.25,8317.2,8317.2,14500.05,6379.3,0.0,6379.3,16437.95,1937.9,2.68,2.61,0.98,0.95,0.75,13682.02,fontesRecursos_0b983ad4-a2e9-4fa4-937c-fec3cd106367.csv,informacaoPlanejamento_fbcd2a2a-57e9-452d-bb6c-8673828841ff.csv,empenhos_42cd1d95-048e-48df-bf4f-731714784522.csv,suplementacoes_9224b0f9-8379-47fb-b2ef-4db5e0827271.csv
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Manut. da Fundação Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Administração Geral,1088,Manut. da Fundação Cultural,APLICAÇÕES DIRETAS,5,33900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,2600000,0.0,2600000.0,1895044.81,1796413.95,285009.44,285009.44,1511404.51,273029.9,0.0,273029.9,1523384.05,11979.54,72.89,72.89,10.96,10.96,10.5,952.28,fontesRecursos_02751daa-2444-458a-89ab-7921ca3a613a.csv,informacaoPlanejamento_e71e6b08-918f-4e81-9717-0c249c2abcd1.csv,empenhos_f6ccf1c8-fe1a-42be-9398-f9269258b523.csv, 
FUNDACAO CULTURAL DE CRICIUMA,2025,GESTÃO ADMINISTRATIVA,Manutenção do Fundo Municipal do Turismo - FUMTUR,"Planejar a gestão publica atraves de implementações de dados gerenciais visando a redução de custos, e estrategicas na defesa civil do municipio.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Comércio e Serviços,Turismo,1219,Manutenção do Fundo Municipal do Turismo - FUMTUR,APLICAÇÕES DIRETAS,2,44900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS DE CAPITAL,150000,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_56e35067-2726-4aeb-bd82-00cd1fe4219d.csv,informacaoPlanejamento_81076964-416a-4d44-9851-c3b59dda95bd.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Praça da PEC,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Serviços Urbanos,1092,Praça da PEC,APLICAÇÕES DIRETAS,14,44900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS DE CAPITAL,5000,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_24940e2a-290b-477a-83c3-dc76c185030b.csv,informacaoPlanejamento_af5e718f-5359-4f77-9d8a-2df3ac27be90.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,GESTÃO ADMINISTRATIVA,Manutenção do Fundo Municipal do Turismo - FUMTUR,"Planejar a gestão publica atraves de implementações de dados gerenciais visando a redução de custos, e estrategicas na defesa civil do municipio.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Comércio e Serviços,Turismo,1219,Manutenção do Fundo Municipal do Turismo - FUMTUR,APLICAÇÕES DIRETAS,1,33900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,150000,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_34dff14b-0d3e-4a1a-9277-18bcf4720376.csv,informacaoPlanejamento_02139e39-2364-4cb3-a091-acdc7169b32d.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Praça da PEC,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Serviços Urbanos,1092,Praça da PEC,APLICAÇÕES DIRETAS,13,33900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,5000,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_2c898020-d920-4054-b0ba-3ba985021b25.csv,informacaoPlanejamento_52ef8ed7-c7a8-46f4-9535-e55bcf6cae3a.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Unidades Culturais,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Difusão Cultural,1090,Unidades Culturais,APLICAÇÕES DIRETAS,12,44900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS DE CAPITAL,40000,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_fb50032c-14f7-4b63-b84a-611e8bcc21e4.csv,informacaoPlanejamento_ef79c8e8-ed6d-4822-91d6-3b0ecaede9ce.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Unidades Culturais,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Difusão Cultural,1090,Unidades Culturais,APLICAÇÕES DIRETAS,11,33900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,40000,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_6273f928-71a3-4a68-9028-2f95721eda79.csv,informacaoPlanejamento_40f37e21-0ad5-4aba-bc9d-29acf938a31b.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Desenvolvimento Artistico e Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,"Patrimônio Histórico, Artístico e Arqueológico",1089,Desenvolvimento Artistico e Cultural,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS,8,33600000000000,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,100000,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_b272869e-3835-47ce-837e-46a4960d726f.csv,informacaoPlanejamento_96dd0049-0b3f-4457-ba8e-ceba69f1f159.csv, , 
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Desenvolvimento Artistico e Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,"Patrimônio Histórico, Artístico e Arqueológico",1089,Desenvolvimento Artistico e Cultural,APLICAÇÕES DIRETAS,10,44900000000000,APLICAÇÕES DIRETAS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS DE CAPITAL,150000,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_761ebc4e-34b1-4652-b6fc-8835f660dbce.csv,informacaoPlanejamento_e9183366-95e2-4a68-894c-024b03ec213c.csv, , 
FUNDO MUN. HABITACAO INTERESSE SOCIAL CRICIUMA,2025,HABITAÇÃO SOCIAL,Manut. de Projetos Habitacionais e de Interesse Social,"Garantir o acesso à moradia digna à população em situação de vulnerabilidade social;- Garantir a titulação do bem imóvel das áreas públicas ocupadas às pessoas de baixa renda e a recuperação urbano-ambiental, motivando o desenvolvimento sócio-economico e o onseqüente resgate da cidadania.",FUNDO MUN. DE HABITAÇÃO DE INTER. SOCIAL,Fundo de Habitação de Interesse Social,Habitação,Habitação Urbana,1070,Manut. de Projetos Habitacionais e de Interesse Social,APLICAÇÕES DIRETAS,4,44900000000000,APLICAÇÕES DIRETAS,FUNDO MUN. HABITACAO INTERESSE SOCIAL CRICIUMA,DESPESAS DE CAPITAL,110000,920000.0,1030000.0,920000.0,920000.0,920000.0,920000.0,0.0,920000.0,0.0,920000.0,0.0,0.0,836.36,89.32,836.36,89.32,836.36,111.96,fontesRecursos_37cdff52-bb73-44e9-b97d-5134c320ee3f.csv,informacaoPlanejamento_d29e457a-1f20-4f54-b372-ea6121725c7d.csv,empenhos_42a29942-0ebe-4410-9653-26a4799c965b.csv,suplementacoes_7a88fcb9-adda-414f-85ce-01ec918288ec.csv
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Manut. da Fundação Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Administração Geral,1088,Manut. da Fundação Cultural,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,3,33500000000000,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,400000,-200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_ec1cd786-f6a9-46d2-8c47-1007b3fbd3ca.csv,informacaoPlanejamento_ee953983-8eb3-4861-8706-0ed9fe54132c.csv, ,suplementacoes_6a671d7c-ee28-4a2d-bd6c-71e1b5266e37.csv
FUNDACAO CULTURAL DE CRICIUMA,2025,CULTURA PARA TODOS,Manut. da Fundação Cultural,"Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.",FUNDAÇÃO MUN. DE CULTURA,Fundação Mun. de Cultura,Cultura,Administração Geral,1088,Manut. da Fundação Cultural,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS,4,33600000000000,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS,FUNDACAO CULTURAL DE CRICIUMA,DESPESAS CORRENTES,100000,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fontesRecursos_82b2b985-532f-4bd8-95e9-9b0cf6e03235.csv,informacaoPlanejamento_4ff02b85-b778-49b4-af37-682f8f5b7c02.csv, , 
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CRICIUMA,2025,GESTÃO DA POLITICA MUNICIPAL DE ASSISTÊNCIA SOCIAL,Manut. da Proteção Social Básica - SUAS,"Garantir financiamento para as ações socioassistenciais ofertados através das entidades do município, bem como a estrutura necessária para o funcionamento da gestão de assistência social;- Monitorar e avaliar os serviços socioassistenciais governamentais e não governamentais visando à garantia dos serviços prestados;- Promover a participação de profissionais e conselheiros em eventos afetos à politica de assistência social, com vistas à formação profissional e o exercício do controle social.",FUNDO MUN. DE ASSIST. SOCIAL,Gestão da Assistência Social,Assistência Social,Assistência Comunitária,1067,Manut. da Proteção Social Básica - SUAS,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,8,44500000000000,TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CRICIUMA,DESPESAS DE CAPITAL,850000,-607400.0,242600.0,125000.0,125000.0,125000.0,125000.0,0.0,125000.0,0.0,125000.0,0.0,0.0,14.71,51.53,14.71,51.53,14.71,194.08,fontesRecursos_bbdbaa7c-631c-4241-8a11-222fbad6dc91.csv,informacaoPlanejamento_9fdff76d-423f-4ad1-8d0b-e00fc3a44f89.csv,empenhos_cae05cbe-70e2-4bad-a9b9-7a61f58c8b6a.csv,suplementacoes_d5922cbe-2a55-48e3-82f9-6e3ba2e12519.csv
